"disYear","disMonth","cityCode","citySggName","disQuantity"
"2018","01","W23","수원시장안구",2252820150
"2018","01","W24","수원시권선구",3126265650
"2018","01","W25","수원시팔달구",1101322800
"2018","01","W26","수원시영통구",4083811860
"2018","01","W37","포천시",585448950
"2018","02","W23","수원시장안구",1423817100
"2018","02","W24","수원시권선구",2039948700
"2018","02","W25","수원시팔달구",681073200
"2018","02","W26","수원시영통구",2527311500
"2018","02","W37","포천시",380333600
"2018","03","W23","수원시장안구",1518171500
"2018","03","W24","수원시권선구",2162051000
"2018","03","W25","수원시팔달구",720355500
"2018","03","W26","수원시영통구",2785381700
"2018","03","W37","포천시",417611900
"2018","04","W23","수원시장안구",1439183500
"2018","04","W24","수원시권선구",2048801100
"2018","04","W25","수원시팔달구",667579300
"2018","04","W26","수원시영통구",2588204100
"2018","04","W37","포천시",386652200
"2018","05","W23","수원시장안구",1537754200
"2018","05","W24","수원시권선구",2286371400
"2018","05","W25","수원시팔달구",729432100
"2018","05","W26","수원시영통구",2834497188
"2018","05","W37","포천시",429853700
"2018","06","W23","수원시장안구",1688734300
"2018","06","W24","수원시권선구",2475597300
"2018","06","W25","수원시팔달구",800663000
"2018","06","W26","수원시영통구",3084595000
"2018","06","W37","포천시",464456200
"2018","07","W23","수원시장안구",1917261300
"2018","07","W24","수원시권선구",2813551100
"2018","07","W25","수원시팔달구",894618300
"2018","07","W26","수원시영통구",3411400180
"2018","07","W37","포천시",546556000
"2018","08","W23","수원시장안구",1627319600
"2018","08","W24","수원시권선구",2436792500
"2018","08","W25","수원시팔달구",767481240
"2018","08","W26","수원시영통구",2930111200
"2018","08","W37","포천시",467384400
"2018","09","W23","수원시장안구",1587549200
"2018","09","W24","수원시권선구",2327791100
"2018","09","W25","수원시팔달구",751112100
"2018","09","W26","수원시영통구",2842113000
"2018","09","W37","포천시",451620600
"2018","10","W23","수원시장안구",1536251900
"2018","10","W24","수원시권선구",2284743900
"2018","10","W25","수원시팔달구",720172800
"2018","10","W26","수원시영통구",2717981600
"2018","10","W37","포천시",431805700
"2018","11","W23","수원시장안구",1790167900
"2018","11","W24","수원시권선구",2635707200
"2018","11","W25","수원시팔달구",824087400
"2018","11","W26","수원시영통구",3113647100
"2018","11","W37","포천시",479941700
"2018","12","W23","수원시장안구",1570661800
"2018","12","W24","수원시권선구",2331485200
"2018","12","W25","수원시팔달구",722079800
"2018","12","W26","수원시영통구",2846349200
"2018","12","W37","포천시",407931100
